State,State Code,State Number Code,County,County Code,ibtracs_storm_id,ibtracs_storm_name,ibtracs_storm_season,Project Amount,Federal Share Obligated,Total Obligated
Alabama,AL,1,Covington,39.0,6942.0,ISAAC,2012.0,1052758.52,789568.88,789568.88
Alabama,AL,1,Crenshaw,41.0,6229.0,IVAN,2004.0,1203791.17,1089442.09,1122147.3700000003
Alabama,AL,1,Crenshaw,41.0,6300.0,DENNIS,2005.0,86563.41,86563.43000000001,89868.25000000001
Alabama,AL,1,Crenshaw,41.0,6657.0,LIN,2009.0,77531.46,58148.63,58148.63
Alabama,AL,1,Cullman,43.0,6229.0,IVAN,2004.0,65372.590000000004,60248.64000000001,62520.88
Alabama,AL,1,Cullman,43.0,6322.0,KATRINA,2005.0,100768.40000000001,100768.40000000001,104310.43000000001
Alabama,AL,1,Cullman,43.0,6657.0,LIN,2009.0,272138.1400000001,204103.63999999998,204103.63999999998
Alabama,AL,1,Dale,45.0,6229.0,IVAN,2004.0,793245.69,719775.26,741883.79
Alabama,AL,1,Dale,45.0,6300.0,DENNIS,2005.0,76785.1,76785.10999999999,79830.45000000001
Alabama,AL,1,Dale,45.0,6657.0,LIN,2009.0,1247701.1399999997,935775.8500000001,935775.8500000001
Alabama,AL,1,Dallas,47.0,6229.0,IVAN,2004.0,1474978.4000000001,1341011.82,1376622.9300000006
Alabama,AL,1,Dallas,47.0,6300.0,DENNIS,2005.0,166426.37,166426.39,172211.26
Alabama,AL,1,Dallas,47.0,6657.0,LIN,2009.0,130588.76999999999,97941.59000000003,97941.59000000003
Alabama,AL,1,Dallas,47.0,6942.0,ISAAC,2012.0,462030.80999999994,346523.13,346523.13
Alabama,AL,1,DeKalb,49.0,6229.0,IVAN,2004.0,156079.68,141713.54,147127.91
Alabama,AL,1,DeKalb,49.0,6657.0,LIN,2009.0,767815.09,575861.33,575861.33
Alabama,AL,1,Elmore,51.0,6229.0,IVAN,2004.0,327152.39999999997,299585.56000000006,310593.79000000004
Alabama,AL,1,Elmore,51.0,6300.0,DENNIS,2005.0,26894.0,26894.01,28136.450000000004
Alabama,AL,1,Elmore,51.0,6657.0,LIN,2009.0,1961656.81,1471242.7300000002,1471242.7300000002
Alabama,AL,1,Escambia,53.0,6229.0,IVAN,2004.0,2549625.92,2324854.29,2396591.7799999993
Alabama,AL,1,Escambia,53.0,6300.0,DENNIS,2005.0,2113613.8599999994,2113613.9199999995,2175951.6699999995
Alabama,AL,1,Franklin,59.0,6229.0,IVAN,2004.0,487276.89,443985.06000000006,459097.38999999984
Alabama,AL,1,Geneva,61.0,6229.0,IVAN,2004.0,320007.66000000003,293326.2,303423.51999999996
Alabama,AL,1,Geneva,61.0,6300.0,DENNIS,2005.0,184489.53,184489.56999999998,191082.02
Alabama,AL,1,Geneva,61.0,6657.0,LIN,2009.0,4679797.349999998,3509848.469999999,3509848.469999999
Alabama,AL,1,Geneva,61.0,6942.0,ISAAC,2012.0,619160.02,464370.01999999996,464370.01999999996
Alabama,AL,1,Greene,63.0,6229.0,IVAN,2004.0,104139.76000000001,95207.9,98823.75
Alabama,AL,1,Greene,63.0,6300.0,DENNIS,2005.0,9454.99,9454.99,9787.32
Alabama,AL,1,Greene,63.0,6322.0,KATRINA,2005.0,191135.54000000004,191135.54000000004,197853.96
Alabama,AL,1,Hale,65.0,6229.0,IVAN,2004.0,95861.77,88744.38999999998,92078.34
Alabama,AL,1,Hale,65.0,6300.0,DENNIS,2005.0,44193.45,44193.46,45746.86
Alabama,AL,1,Hale,65.0,6322.0,KATRINA,2005.0,68743.67,68743.67,71160.01000000001
Alabama,AL,1,Henry,67.0,6300.0,DENNIS,2005.0,31950.870000000003,31950.879999999997,33157.2
Alabama,AL,1,Henry,67.0,6657.0,LIN,2009.0,681725.1200000001,511293.87,511293.87
Alabama,AL,1,Houston,69.0,6229.0,IVAN,2004.0,623470.79,583609.39,600663.92
Alabama,AL,1,Houston,69.0,6300.0,DENNIS,2005.0,406695.98,406695.99,419208.68999999994
Alabama,AL,1,Houston,69.0,6657.0,LIN,2009.0,4666131.730000002,3499536.479999999,3499536.479999999
Alabama,AL,1,Jackson,71.0,6229.0,IVAN,2004.0,84136.14,79592.59,82527.25
Alabama,AL,1,Jackson,71.0,6657.0,LIN,2009.0,2396451.94,1797338.9999999995,1797338.9999999995
Alabama,AL,1,Jefferson,73.0,6229.0,IVAN,2004.0,7352159.949999999,6708631.41,6860415.0200000005
Alabama,AL,1,Jefferson,73.0,6300.0,DENNIS,2005.0,1145384.38,1145384.39,1179642.0
Alabama,AL,1,Jefferson,73.0,6322.0,KATRINA,2005.0,2587036.11,2587036.1200000006,2660770.86
Alabama,AL,1,Jefferson,73.0,6657.0,LIN,2009.0,1118100.8699999999,838575.7000000001,838575.7000000001
Alabama,AL,1,Lamar,75.0,6229.0,IVAN,2004.0,56350.44,52897.1,54860.56
Alabama,AL,1,Lamar,75.0,6322.0,KATRINA,2005.0,206106.38999999998,206106.38999999998,212829.76999999996
Alabama,AL,1,Lamar,75.0,6657.0,LIN,2009.0,507032.54000000015,380274.41999999987,380274.41999999987
Alabama,AL,1,Lauderdale,77.0,6322.0,KATRINA,2005.0,446385.39,446385.39,460449.59
Alabama,AL,1,Lawrence,79.0,6229.0,IVAN,2004.0,63798.21,58856.79,61074.61
Alabama,AL,1,Lee,81.0,6229.0,IVAN,2004.0,634628.2700000001,577654.3899999999,595772.94
Alabama,AL,1,Lee,81.0,6300.0,DENNIS,2005.0,56288.12,56288.13,58371.26000000001
Alabama,AL,1,Lowndes,85.0,6229.0,IVAN,2004.0,130045.02,117759.38,122317.94
Alabama,AL,1,Lowndes,85.0,6300.0,DENNIS,2005.0,28815.86,28815.87,29841.43
Alabama,AL,1,Macon,87.0,6300.0,DENNIS,2005.0,201694.47,201694.49000000002,209248.61000000004
Alabama,AL,1,Marengo,91.0,6229.0,IVAN,2004.0,816847.36,743502.5899999999,766876.93
Alabama,AL,1,Marengo,91.0,6300.0,DENNIS,2005.0,87764.22,87764.22,91258.49
Alabama,AL,1,Marengo,91.0,6322.0,KATRINA,2005.0,223189.19,223189.19,230710.7
Alabama,AL,1,Marengo,91.0,6657.0,LIN,2009.0,121329.99000000002,90997.5,90997.5
Alabama,AL,1,Marion,93.0,6229.0,IVAN,2004.0,75642.25999999998,72508.76999999999,75151.93999999999
Alabama,AL,1,Marion,93.0,6322.0,KATRINA,2005.0,124940.10999999999,124940.11999999998,129331.76000000001
Alabama,AL,1,Marshall,95.0,6229.0,IVAN,2004.0,166532.30000000002,155614.79,161413.79000000007
Alabama,AL,1,Marshall,95.0,6657.0,LIN,2009.0,1237751.6300000001,928313.76,928313.76
Alabama,AL,1,Mobile,97.0,6047.0,ISIDORE,2002.0,1336079.0099999998,1002059.3099999999,1049318.3399999999
Alabama,AL,1,Mobile,97.0,6229.0,IVAN,2004.0,11197626.42999999,10236054.600000013,10529068.900000002
Alabama,AL,1,Mobile,97.0,6300.0,DENNIS,2005.0,1667079.9000000004,1667079.9500000004,1716848.58
Alabama,AL,1,Mobile,97.0,6322.0,KATRINA,2005.0,22780493.320000015,22780493.990000024,23267806.19000001
Alabama,AL,1,Mobile,97.0,6600.0,GUSTAV,2008.0,3263827.8599999985,2447870.9799999995,2447870.9799999995
Alabama,AL,1,Mobile,97.0,6602.0,IKE,2008.0,1879187.3600000003,1409390.53,1409390.53
Alabama,AL,1,Mobile,97.0,6720.0,IDA,2009.0,1184470.36,888352.7799999998,888352.7799999998
Alabama,AL,1,Mobile,97.0,6942.0,ISAAC,2012.0,1863565.2999999998,1397674.04,1397674.04
Alabama,AL,1,Monroe,99.0,6229.0,IVAN,2004.0,675361.1699999999,622005.5999999999,642202.9200000002
Alabama,AL,1,Monroe,99.0,6300.0,DENNIS,2005.0,173839.16999999998,173839.22,180741.63
Alabama,AL,1,Monroe,99.0,6322.0,KATRINA,2005.0,11389.18,11389.18,11789.51
Alabama,AL,1,Monroe,99.0,6942.0,ISAAC,2012.0,140988.50999999998,105741.4,105741.4
Alabama,AL,1,Montgomery,101.0,6229.0,IVAN,2004.0,3818315.98,3477539.13,3549578.69
Alabama,AL,1,Montgomery,101.0,6300.0,DENNIS,2005.0,295906.88,295906.9,304650.97
Alabama,AL,1,Montgomery,101.0,6600.0,GUSTAV,2008.0,8781.83,6586.37,6586.37
Alabama,AL,1,Montgomery,101.0,6657.0,LIN,2009.0,2222795.91,1667097.03,1667097.03
Alabama,AL,1,Perry,105.0,6229.0,IVAN,2004.0,378401.92,343366.01,355316.58999999997
Alabama,AL,1,Perry,105.0,6300.0,DENNIS,2005.0,82403.81,82403.84,85423.15000000001
Alabama,AL,1,Perry,105.0,6322.0,KATRINA,2005.0,31629.92,31629.92,32741.74
Alabama,AL,1,Perry,105.0,6657.0,LIN,2009.0,145578.31999999998,109183.77000000002,109183.77000000002
Alabama,AL,1,Perry,105.0,6942.0,ISAAC,2012.0,122120.9,91590.68,91590.68
Alabama,AL,1,Pickens,107.0,6229.0,IVAN,2004.0,23843.8,22530.120000000003,23361.66
Alabama,AL,1,Pickens,107.0,6322.0,KATRINA,2005.0,225773.06000000003,225773.06000000003,233535.99
Alabama,AL,1,Pickens,107.0,6942.0,ISAAC,2012.0,204160.2,153120.16999999998,153120.16999999998
Alabama,AL,1,Pike,109.0,6229.0,IVAN,2004.0,467683.06000000006,436859.41000000003,450879.6599999999
Alabama,AL,1,Pike,109.0,6300.0,DENNIS,2005.0,90823.55,90823.56,94248.51
Alabama,AL,1,Randolph,111.0,6300.0,DENNIS,2005.0,151936.09,151936.11000000002,158450.05000000002
Alabama,AL,1,Russell,113.0,6300.0,DENNIS,2005.0,7092.41,7092.41,7347.18
Alabama,AL,1,Russell,113.0,6657.0,LIN,2009.0,178825.36,134119.05000000002,134119.05000000002
Alabama,AL,1,Shelby,117.0,6229.0,IVAN,2004.0,367935.39,354310.33,366882.2900000001
Alabama,AL,1,Shelby,117.0,6300.0,DENNIS,2005.0,81250.79999999999,81250.79999999999,84408.95000000001
Alabama,AL,1,Statewide,0.0,6047.0,ISIDORE,2002.0,132792.75,99594.56,104057.14
Alabama,AL,1,Statewide,0.0,6229.0,IVAN,2004.0,88528227.18000007,79992999.12999994,81263551.94999997
Alabama,AL,1,Statewide,0.0,6300.0,DENNIS,2005.0,8764500.609999998,8764500.870000001,8997248.7
Alabama,AL,1,Statewide,0.0,6322.0,KATRINA,2005.0,59848563.04,59848563.319999985,60695982.450000025
Alabama,AL,1,Statewide,0.0,6600.0,GUSTAV,2008.0,2581583.15,2079033.63,2079033.63
Alabama,AL,1,Statewide,0.0,6602.0,IKE,2008.0,1327578.78,1101740.33,1101740.33
Alabama,AL,1,Statewide,0.0,6657.0,LIN,2009.0,4460930.530000002,3592252.5800000005,3592252.5800000005
Alabama,AL,1,Statewide,0.0,6720.0,IDA,2009.0,1295952.49,1040641.3799999999,1040641.3799999999
Alabama,AL,1,Statewide,0.0,6942.0,ISAAC,2012.0,828408.7600000001,674060.83,674060.83
Alabama,AL,1,Sumter,119.0,6229.0,IVAN,2004.0,93309.77999999998,86784.08999999998,90031.29
Alabama,AL,1,Sumter,119.0,6300.0,DENNIS,2005.0,60435.82,60435.86,62560.179999999986
Alabama,AL,1,Sumter,119.0,6322.0,KATRINA,2005.0,215794.04,215794.05000000002,223630.55
Alabama,AL,1,Talladega,121.0,6229.0,IVAN,2004.0,282011.77,256690.97000000003,265873.47
Alabama,AL,1,Talladega,121.0,6300.0,DENNIS,2005.0,6325.59,6325.599999999999,6547.95
Alabama,AL,1,Tallapoosa,123.0,6229.0,IVAN,2004.0,234016.3,219132.19,226924.7
Alabama,AL,1,Tallapoosa,123.0,6300.0,DENNIS,2005.0,30341.579999999994,30341.579999999994,31828.710000000003
Alabama,AL,1,Tuscaloosa,125.0,6229.0,IVAN,2004.0,513246.57,471255.00999999995,486733.38
Alabama,AL,1,Tuscaloosa,125.0,6300.0,DENNIS,2005.0,151650.96,151650.98,156886.65
Alabama,AL,1,Tuscaloosa,125.0,6322.0,KATRINA,2005.0,1642346.3400000003,1642346.35,1686505.4900000002
Alabama,AL,1,Washington,129.0,6229.0,IVAN,2004.0,313387.23,289709.51,299002.13000000006
Alabama,AL,1,Washington,129.0,6300.0,DENNIS,2005.0,126514.96,126514.98000000001,130771.61000000003
Alabama,AL,1,Washington,129.0,6322.0,KATRINA,2005.0,693869.71,693869.75,714656.6100000003
Alabama,AL,1,Washington,129.0,6657.0,LIN,2009.0,439296.35,329472.35,329472.35
Alabama,AL,1,Wilcox,131.0,6229.0,IVAN,2004.0,5057069.510000002,4574791.219999998,4672952.9
Alabama,AL,1,Wilcox,131.0,6300.0,DENNIS,2005.0,65079.2,65079.2,67535.71
Alabama,AL,1,Wilcox,131.0,6322.0,KATRINA,2005.0,16814.83,16814.84,17405.89
Alabama,AL,1,Wilcox,131.0,6657.0,LIN,2009.0,30685.78,23014.35,23014.35
Alabama,AL,1,Winston,133.0,6229.0,IVAN,2004.0,37371.47000000001,35113.35999999999,36415.689999999995
Alabama,AL,1,Winston,133.0,6322.0,KATRINA,2005.0,34862.85,34862.85,36088.26
Arkansas,AR,5,Ashley,3.0,6322.0,KATRINA,2005.0,3421.08,3421.08,3541.33
Arkansas,AR,5,Ashley,3.0,6600.0,GUSTAV,2008.0,297087.58,222815.69,222815.69
Arkansas,AR,5,Benton,7.0,6322.0,KATRINA,2005.0,82800.08,82800.08,86129.23000000001
Arkansas,AR,5,Bradley,11.0,6600.0,GUSTAV,2008.0,559852.13,419889.1300000001,419889.1300000001
Arkansas,AR,5,Calhoun,13.0,6322.0,KATRINA,2005.0,9153.58,9153.58,9522.47
Arkansas,AR,5,Calhoun,13.0,6600.0,GUSTAV,2008.0,549568.99,412176.78,412176.78
Arkansas,AR,5,Carroll,15.0,6602.0,IKE,2008.0,335475.50999999995,251606.64,251606.64
Arkansas,AR,5,Chicot,17.0,6600.0,GUSTAV,2008.0,92153.26,69114.96999999999,69114.96999999999
Arkansas,AR,5,Clark,19.0,6322.0,KATRINA,2005.0,4210.53,4210.53,4367.16
Arkansas,AR,5,Clark,19.0,6600.0,GUSTAV,2008.0,118620.4,88965.31,88965.31
Arkansas,AR,5,Clay,21.0,6602.0,IKE,2008.0,140449.44,105337.09,105337.09
Arkansas,AR,5,Cleburne,23.0,6322.0,KATRINA,2005.0,4751.85,4751.85,4943.36
Arkansas,AR,5,Cleveland,25.0,6322.0,KATRINA,2005.0,8605.31,8605.31,8907.78
Arkansas,AR,5,Cleveland,25.0,6600.0,GUSTAV,2008.0,315441.75000000006,236581.39,236581.39
Arkansas,AR,5,Conway,29.0,6322.0,KATRINA,2005.0,10537.52,10537.52,10957.16
Arkansas,AR,5,Conway,29.0,6600.0,GUSTAV,2008.0,207480.2,155610.17,155610.17
Arkansas,AR,5,Craighead,31.0,6322.0,KATRINA,2005.0,53057.439999999995,53057.439999999995,54953.69
Arkansas,AR,5,Craighead,31.0,6602.0,IKE,2008.0,525167.21,393875.4,393875.4
Arkansas,AR,5,Crawford,33.0,6322.0,KATRINA,2005.0,292789.01999999996,292789.01999999996,301219.26
Arkansas,AR,5,Crittenden,35.0,6322.0,KATRINA,2005.0,12894.4,12894.4,13414.02
Arkansas,AR,5,Dallas,39.0,6600.0,GUSTAV,2008.0,275393.83,206545.41999999998,206545.41999999998
Arkansas,AR,5,Drew,43.0,6600.0,GUSTAV,2008.0,115017.91,86263.44,86263.44
Arkansas,AR,5,Faulkner,45.0,6322.0,KATRINA,2005.0,206844.69,206844.69,213239.5
Arkansas,AR,5,Franklin,47.0,6322.0,KATRINA,2005.0,32480.68,32480.68,33789.65
Arkansas,AR,5,Fulton,49.0,6322.0,KATRINA,2005.0,1471.39,1471.39,1530.69
Arkansas,AR,5,Garland,51.0,6322.0,KATRINA,2005.0,47183.34,47183.34,49028.08
Arkansas,AR,5,Garland,51.0,6600.0,GUSTAV,2008.0,294127.41000000003,220595.59,220595.59
Arkansas,AR,5,Greene,55.0,6602.0,IKE,2008.0,72575.39,54431.55,54431.55
Arkansas,AR,5,Hempstead,57.0,6322.0,KATRINA,2005.0,12768.38,12768.38,13255.09
Arkansas,AR,5,Hempstead,57.0,6602.0,IKE,2008.0,83305.35,62479.02,62479.02
Arkansas,AR,5,Hot Spring,59.0,6322.0,KATRINA,2005.0,28074.550000000003,28074.550000000003,29229.65
Arkansas,AR,5,Hot Spring,59.0,6600.0,GUSTAV,2008.0,306138.26,229603.75000000006,229603.75000000006
Arkansas,AR,5,Howard,61.0,6602.0,IKE,2008.0,44541.66,33406.25,33406.25
Arkansas,AR,5,Independence,63.0,6322.0,KATRINA,2005.0,13978.28,13978.28,14469.62
Arkansas,AR,5,Jackson,67.0,6322.0,KATRINA,2005.0,4871.3,4871.3,5117.79
Arkansas,AR,5,Lafayette,73.0,6322.0,KATRINA,2005.0,2384.65,2384.65,2474.29
Arkansas,AR,5,Lafayette,73.0,6602.0,IKE,2008.0,41927.12,31091.459999999995,31091.459999999995
Arkansas,AR,5,Lee,77.0,6322.0,KATRINA,2005.0,1985.61,1985.61,2065.64
Arkansas,AR,5,Lincoln,79.0,6322.0,KATRINA,2005.0,1772.64,1772.64,1844.08
Arkansas,AR,5,Lincoln,79.0,6600.0,GUSTAV,2008.0,421289.77,315967.35000000003,315967.35000000003
Arkansas,AR,5,Little River,81.0,6322.0,KATRINA,2005.0,4486.79,4486.79,4644.5
Arkansas,AR,5,Logan,83.0,6322.0,KATRINA,2005.0,17050.78,17050.78,17650.11
Arkansas,AR,5,Miller,91.0,6322.0,KATRINA,2005.0,79883.76000000001,79883.76000000001,83075.39
Arkansas,AR,5,Miller,91.0,6602.0,IKE,2008.0,107182.06999999999,80386.55,80386.55
Arkansas,AR,5,Montgomery,97.0,6600.0,GUSTAV,2008.0,64867.07,48650.33,48650.33
Arkansas,AR,5,Ouachita,103.0,6322.0,KATRINA,2005.0,2687.96,2687.96,2796.28
Arkansas,AR,5,Perry,105.0,6600.0,GUSTAV,2008.0,75826.61,56869.990000000005,56869.990000000005
Arkansas,AR,5,Phillips,107.0,6322.0,KATRINA,2005.0,71635.36,71635.36,74249.27
Arkansas,AR,5,Polk,113.0,6322.0,KATRINA,2005.0,66138.81,66138.81,68776.2
Arkansas,AR,5,Pope,115.0,6322.0,KATRINA,2005.0,976.86,976.86,1011.2
Arkansas,AR,5,Prairie,117.0,6322.0,KATRINA,2005.0,36799.16,36799.16,38120.66
Arkansas,AR,5,Prairie,117.0,6600.0,GUSTAV,2008.0,51244.350000000006,38433.270000000004,38433.270000000004
Arkansas,AR,5,Pulaski,119.0,6322.0,KATRINA,2005.0,720952.49,720952.49,743945.0900000001
Arkansas,AR,5,Randolph,121.0,6602.0,IKE,2008.0,57679.89,43259.92,43259.92
Arkansas,AR,5,Saline,125.0,6322.0,KATRINA,2005.0,58668.03,58668.03,61031.06
Arkansas,AR,5,Saline,125.0,6600.0,GUSTAV,2008.0,895445.85,671584.42,671584.42
Arkansas,AR,5,Scott,127.0,6322.0,KATRINA,2005.0,47981.58,47981.58,49668.13
Arkansas,AR,5,Searcy,129.0,6322.0,KATRINA,2005.0,6856.02,6856.02,7098.13
Arkansas,AR,5,Sebastian,131.0,6322.0,KATRINA,2005.0,1213333.2599999995,1213333.2599999995,1246305.0599999996
Arkansas,AR,5,Sevier,133.0,6322.0,KATRINA,2005.0,5513.19,5513.19,5735.38
Arkansas,AR,5,Sharp,135.0,6322.0,KATRINA,2005.0,22448.67,22448.67,23263.96
Arkansas,AR,5,Sharp,135.0,6602.0,IKE,2008.0,50470.35,37852.770000000004,37852.770000000004
Arkansas,AR,5,St. Francis,123.0,6322.0,KATRINA,2005.0,32467.94,32467.94,33609.19
Arkansas,AR,5,Statewide,0.0,6322.0,KATRINA,2005.0,42886057.56000001,42886057.56000001,43380807.790000014
Arkansas,AR,5,Statewide,0.0,6600.0,GUSTAV,2008.0,712030.0000000001,596711.84,596711.84
Arkansas,AR,5,Statewide,0.0,6602.0,IKE,2008.0,2069412.1900000002,1592657.91,1592657.91
Arkansas,AR,5,Stone,137.0,6322.0,KATRINA,2005.0,1047.06,1047.06,1089.25
Arkansas,AR,5,Van Buren,141.0,6322.0,KATRINA,2005.0,6767.56,6767.56,7040.29
Arkansas,AR,5,Van Buren,141.0,6600.0,GUSTAV,2008.0,284860.38,213645.33,213645.33
Arkansas,AR,5,Van Buren,141.0,6602.0,IKE,2008.0,16018.2,12013.65,12013.65
Arkansas,AR,5,Washington,143.0,6322.0,KATRINA,2005.0,112111.59,112111.59,116127.14
Connecticut,CT,9,Fairfield,1.0,5775.0,FLOYD,1999.0,1408975.1899999997,1056731.43,1110173.61
Connecticut,CT,9,Fairfield,1.0,6858.0,IRENE,2011.0,14730659.0,10955485.829999998,10955485.829999998
Connecticut,CT,9,Fairfield,1.0,6969.0,SANDY,2012.0,42655793.10000003,31966747.080000013,31966747.080000013
Connecticut,CT,9,Hartford,3.0,5775.0,FLOYD,1999.0,521498.3599999999,391123.81999999995,412222.14999999997
Connecticut,CT,9,Hartford,3.0,6322.0,KATRINA,2005.0,5105.0,5105.0,5415.9
Connecticut,CT,9,Hartford,3.0,6858.0,IRENE,2011.0,4288649.329999999,3179287.67,3179287.67
Connecticut,CT,9,Hartford,3.0,6969.0,SANDY,2012.0,12305.86,9229.4,9229.4
Connecticut,CT,9,Litchfield,5.0,5775.0,FLOYD,1999.0,111894.49000000002,83920.88,89209.45000000001
Connecticut,CT,9,Litchfield,5.0,6858.0,IRENE,2011.0,3039144.2199999993,2279358.3899999997,2279358.3899999997
Connecticut,CT,9,Litchfield,5.0,6969.0,SANDY,2012.0,697163.4900000001,522872.64999999997,522872.64999999997
Connecticut,CT,9,Middlesex,7.0,6858.0,IRENE,2011.0,4287768.199999999,3202329.459999999,3202329.459999999
Connecticut,CT,9,Middlesex,7.0,6969.0,SANDY,2012.0,5570903.56,4172867.38,4172867.38
Connecticut,CT,9,New Haven,9.0,6858.0,IRENE,2011.0,17805087.470000006,13349775.879999997,13349775.879999997
Connecticut,CT,9,New Haven,9.0,6969.0,SANDY,2012.0,16404620.419999996,12358597.29,12358597.29
Connecticut,CT,9,New London,11.0,6858.0,IRENE,2011.0,6070652.319999998,4530960.339999999,4530960.339999999
